"code","nuts","almondnuts","brazil_nuts","macadamia_nuts","hazelnut","pistachio","walnut","cashew","celery","crustaceans","eggs","fish","gluten","lupin","milk","molluscs","mustard","peanut","sesame","soy","sulfite"
"4104420005280",2,0,0,0,2,0,0,0,0,0,2,0,2,2,1,0,0,0,0,1,0
"4104420005280",2,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,1,0
"4104420005488",1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0
"4104420005488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4104420006065",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0
"4104420006065",0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0
"4104420007840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4104420007840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4104420007901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4104420007901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4104420007963",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4104420007963",2,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0
"4104420007987",2,0,0,0,0,0,0,0,0,0,2,0,2,2,1,0,0,0,0,1,0
"4104420007987",2,0,0,0,2,0,0,0,0,0,2,0,2,2,1,0,0,0,0,1,0
"4104420010604",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4104420010604",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"4104420010628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4104420010628",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0
"4104420010642",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"4104420010642",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0
"4104420010666",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"4104420010666",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0
"4104420010680",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,0
"4104420010680",1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,1,0
"4104420011625",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4104420011625",0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0
"4104420011908",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0
