code,nuts,almondnuts,brazil_nuts,macadamia_nuts,hazelnut,pistachio,walnut,cashew,celery,crustaceans,eggs,fish,gluten,lupin,milk,molluscs,mustard,peanut,sesame,soy,sulfite
42239499,2,139.00613791277507,0,4594.026441130933,1598.5861100398865,0,1634.0866525885717,1671.4053915941338,0,1505.343830554984,1649.3921046356631,0,2,3991.39305534672,0,0,4262.850598151581,4202.287980683686,1005.5904525151103,2,1828.7750607586945
42239499,2,139.00613791277507,0,4594.026441130933,1598.5861100398865,0,1634.0866525885717,1671.4053915941338,0,1505.343830554984,1649.3921046356631,0,2,3991.39305534672,0,0,4262.850598151581,4202.287980683686,1005.5904525151103,2,1828.7750607586945
42256199,19.923687783709134,34.300389508701464,2900,1463,705,0,1971,0,0,0,2689,0,0,0,4228,0,1,2501,76,1,0
42256199,19.923687783709134,34.300389508701464,2900,1463,705,0,1971,0,0,0,2689,0,0,0,4228,0,1,2501,76,1,0
42330660,2500.61,0,4149.00,874.01,1256.66,5536.43,516.78,0,1817.22,3495.12,919.08,3004.56,177.36,0,2467.98,0,1709.19,0,3613.88,6397.59,1552.49
42330660,2500.61,0,4149.00,874.01,1256.66,5536.43,516.78,0,1817.22,3495.12,919.08,3004.56,177.36,0,2467.98,0,1709.19,0,3613.88,6397.59,1552.49
42373186,1,62.70767308936275,753.7743627203592,0,6827.088678605213,0,2584.871241161976,0,1372.3358246197226,0,2492.2538570790075,5368.766819470834,2,6062.09192920842,0,0,0,4304.189694414355,95.36655781807136,3664.9251952390337,1
42373186,1,62.70767308936275,753.7743627203592,0,6827.088678605213,0,2584.871241161976,0,1372.3358246197226,0,2492.2538570790075,5368.766819470834,2,6062.09192920842,0,0,0,4304.189694414355,95.36655781807136,3664.9251952390337,1
4104420006065,4497.590778527266,0,1489.0187737183826,0,2207.405663432451,2775.399544510525,4506.589637581228,859.5285735710899,5752.121126824691,365.1477670610784,52.26639147531538,3073.390914373621,23.88291988629033,2,1826.5432644214811,0,0,1010.5938184654311,0,98.8785666018295,1
4104420006065,4497.590778527266,0,1489.0187737183826,0,2207.405663432451,2775.399544510525,4506.589637581228,859.5285735710899,5752.121126824691,365.1477670610784,52.26639147531538,3073.390914373621,23.88291988629033,2,1826.5432644214811,0,0,1010.5938184654311,0,98.8785666018295,1
4104420007963,44.01732307327947,1,0,0,54.490032755290095,1239.1934240817748,0,33.245492469972206,0,0,2769.2503111851825,3875.868012248548,1,3172.277665332214,63.40362900123137,0,0,1063.4313549254014,35.15338605612418,1,2993.566924100576
4104420007963,44.01732307327947,1,0,0,54.490032755290095,1239.1934240817748,0,33.245492469972206,0,0,2769.2503111851825,3875.868012248548,1,3172.277665332214,63.40362900123137,0,0,1063.4313549254014,35.15338605612418,1,2993.566924100576
4104420007987,2,61.24698970028174,0,0,2,18.41426310492617,1,2174.7943310393475,0,0,198.18829318830439,0,33.116010791181864,2,1,883.2168658971302,0,1984.0148947496052,0,87.5901410260922,0
4104420007987,2,61.24698970028174,0,0,2,18.41426310492617,1,2174.7943310393475,0,0,198.18829318830439,0,33.116010791181864,2,1,883.2168658971302,0,1984.0148947496052,0,87.5901410260922,0
4104420010628,1,1,837.200457712933,487.7319614927159,5960.103961606987,4684.436925423885,2240.835942874646,436.49868056564196,2744.7083642537614,0,0,3394.212162628917,56.88245201554678,33.20543064055701,619.1224956123677,1280.4986201885777,1727.4568226620822,37.88200602677129,1,1517.6380283514954,29.32245242925963
4104420010628,1,1,837.200457712933,487.7319614927159,5960.103961606987,4684.436925423885,2240.835942874646,436.49868056564196,2744.7083642537614,0,0,3394.212162628917,56.88245201554678,33.20543064055701,619.1224956123677,1280.4986201885777,1727.4568226620822,37.88200602677129,1,1517.6380283514954,29.32245242925963
4104420014701,0,327.038,1324.637,1548.168,1971.791,3936.438,5579.483,4188.608,2,1255.34,0,574.005,91.213,1126.684,1511.557,3117.71,0,9510.437,1024.33,2,0
4104420014701,0,327.038,1324.637,1548.168,1971.791,3936.438,5579.483,4188.608,2,1255.34,0,574.005,91.213,1126.684,1511.557,3117.71,0,9510.437,1024.33,2,0
4104420015289,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
4104420015289,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1
4104420016149,5456.048168899991,0,1975.552141557507,0,1210.2438247806754,277.31919854214095,6939.313904359076,0,1621.7331052280379,0,0,1714.9055924346085,2,133.15461405390343,1,0,3603.1169457728492,0,0,78.70977839366904,800.0680442249766
4104420016149,5456.048168899991,0,1975.552141557507,0,1210.2438247806754,277.31919854214095,6939.313904359076,0,1621.7331052280379,0,0,1714.9055924346085,2,133.15461405390343,1,0,3603.1169457728492,0,0,78.70977839366904,800.0680442249766
4104420016545,2789.029,478.954,6727.490,0,4500.293,0,1563.198,2965.051,0,1257.594,3963.905,0,146.244,61.493,3639.326,5415.733,3052.095,8427.283,95.600,6170.544,1
4104420016545,2789.029,478.954,6727.490,0,4500.293,0,1563.198,2965.051,0,1257.594,3963.905,0,146.244,61.493,3639.326,5415.733,3052.095,8427.283,95.600,6170.544,1
4104420016781,1,50.123628092127845,6647.731865645212,3859.743964194674,5583.471239409028,1651.659594457274,0,5581.15630189867,2360.8010279491145,0,0,3376.470811429854,2,1,541.5403322931408,647.9865848802822,79.0279153450092,90.30555139969607,1,6417.604037411278,0
4104420016781,1,50.123628092127845,6647.731865645212,3859.743964194674,5583.471239409028,1651.659594457274,0,5581.15630189867,2360.8010279491145,0,0,3376.470811429854,2,1,541.5403322931408,647.9865848802822,79.0279153450092,90.30555139969607,1,6417.604037411278,0
4104420018907,1,1,0,0,0,0,0,8881.68068744488,8458.478007794549,1111.4738459859298,427.84667992448436,0,2,0,25.941583150504197,0,0,1,82.97391786974109,46.07389886737983,0
4104420018907,1,1,0,0,0,0,0,8881.68068744488,8458.478007794549,1111.4738459859298,427.84667992448436,0,2,0,25.941583150504197,0,0,1,82.97391786974109,46.07389886737983,0
4104420020443,0,1564.7843,228.6402,6190.025,5189.4899,2025.0844,0,0,10.5619,1,1,2463.4128,74.7244,1440.575,1,0,82.2656,0,767.1175,50.8273,5981.7905
4104420020443,0,1564.7843,228.6402,6190.025,5189.4899,2025.0844,0,0,10.5619,1,1,2463.4128,74.7244,1440.575,1,0,82.2656,0,767.1175,50.8273,5981.7905
4104420020504,7118.656359257402,0,0,8776.84190591822,1798.6711362335766,0,3520.9050627750094,4369.925217271889,2,0,5022.203329993784,0,1511.2509524148493,2489.213490391649,8799.738895060802,0,2077.0677753409195,2590.896263930556,3132.038287697884,0,1479.526678819921
4104420020504,7118.656359257402,0,0,8776.84190591822,1798.6711362335766,0,3520.9050627750094,4369.925217271889,2,0,5022.203329993784,0,1511.2509524148493,2489.213490391649,8799.738895060802,0,2077.0677753409195,2590.896263930556,3132.038287697884,0,1479.526678819921
4104420021327,0,6872.7669,5177.3472,2903.4231,2682.0268,7485.1953,395.5524,7973.3490,362.8170,1195.2642,717.5791,341.7160,1409.3375,1681.1734,5947.6671,0,1021.9877,0,1196.8195,0,0
4104420021327,0,6872.7669,5177.3472,2903.4231,2682.0268,7485.1953,395.5524,7973.3490,362.8170,1195.2642,717.5791,341.7160,1409.3375,1681.1734,5947.6671,0,1021.9877,0,1196.8195,0,0
4104420021785,0,604.1367784987225,6509.859647262847,2159.7952264596497,590.5127841048101,1335.9382806022024,4410.981335369966,1672.7406867553627,0,0,814.6809267837165,0,2257.389063120359,2337.723757468585,968.0970220760099,0,0,1884.3871138845855,5864.177313023342,3150.743558389292,0
4104420021785,0,604.1367784987225,6509.859647262847,2159.7952264596497,590.5127841048101,1335.9382806022024,4410.981335369966,1672.7406867553627,0,0,814.6809267837165,0,2257.389063120359,2337.723757468585,968.0970220760099,0,0,1884.3871138845855,5864.177313023342,3150.743558389292,0
4104420022287,554.5982813878918,3598.7920718124883,6999.408628202265,0,3155.7795644315875,0,3805.1814390251075,3253.4880544239422,0,0,0,0,70.0676818054531,0,6836.2550985842345,0,2484.910962667483,4472.017700185822,29.30320569947829,1,6512.134891916828
4104420022287,554.5982813878918,3598.7920718124883,6999.408628202265,0,3155.7795644315875,0,3805.1814390251075,3253.4880544239422,0,0,0,0,70.0676818054531,0,6836.2550985842345,0,2484.910962667483,4472.017700185822,29.30320569947829,1,6512.134891916828
4104420022683,1,21.03271722338487,0,0,0,2756.3592936087985,3050.5721120744347,0,0,587.7340264851744,0,0,59.33852816134422,0,0,0,1810.8048719015503,1,1,1,2980.190036833407
4104420022683,1,21.03271722338487,0,0,0,2756.3592936087985,3050.5721120744347,0,0,587.7340264851744,0,0,59.33852816134422,0,0,0,1810.8048719015503,1,1,1,2980.190036833407
4104420024960,2,15.426438735759408,0,0,0,0,0,2,0,0,0,0,0,4629.766401874245,4840.790515587718,3024.046413456257,1,43.20802727955801,0,0,0
4104420024960,2,15.426438735759408,0,0,0,0,0,2,0,0,0,0,0,4629.766401874245,4840.790515587718,3024.046413456257,1,43.20802727955801,0,0,0
4104420025066,2,1,3320.0,3890.0,4686.9,3254.3,2,0,0,0,7002.1,2451.8,2811.5,0,0,0,999.3,68.4,85.2,9251.6,4315.8
4104420025066,2,1,3320.0,3890.0,4686.9,3254.3,2,0,0,0,7002.1,2451.8,2811.5,0,0,0,999.3,68.4,85.2,9251.6,4315.8
4104420025547,2,2,0,828.7162395018069,0,2238.9835296451993,4144.4616638524,0,0,1555.6950883613229,6867.590972133089,359.3336055383201,4030.951124432051,435.6592986276478,0,7400.027271720374,1,0,5465.375834171957,0,5489.939336962463
4104420025547,2,2,0,828.7162395018069,0,2238.9835296451993,4144.4616638524,0,0,1555.6950883613229,6867.590972133089,359.3336055383201,4030.951124432051,435.6592986276478,0,7400.027271720374,1,0,5465.375834171957,0,5489.939336962463
4104420025721,1,18.16600363088645,0,1310.3081930652054,0,856.9618205707517,0,4003.4712730704196,0,0,941.4906918681065,0,2648.369831932319,0,0,558.4261904728246,2,2030.9405106174956,0,0,2368.839705707062
4104420025721,1,18.16600363088645,0,1310.3081930652054,0,856.9618205707517,0,4003.4712730704196,0,0,941.4906918681065,0,2648.369831932319,0,0,558.4261904728246,2,2030.9405106174956,0,0,2368.839705707062
4104420025929,0,265.12017269056787,398.8331409186152,0,0,0,2305.188777831149,6026.460776178232,685.6063660354549,5791.572110383348,876.6788586686358,180.55035269962255,4841.785786560329,2210.6551235366696,4577.650006899663,3245.568995780435,0,2816.563276549818,0,6874.620030395453,1535.5890896542744
4104420025929,0,265.12017269056787,398.8331409186152,0,0,0,2305.188777831149,6026.460776178232,685.6063660354549,5791.572110383348,876.6788586686358,180.55035269962255,4841.785786560329,2210.6551235366696,4577.650006899663,3245.568995780435,0,2816.563276549818,0,6874.620030395453,1535.5890896542744
4104420026704,127.40329923150324,1,0,4485.142732313741,751.8799822156608,314.76441588618667,0,105.4953192268485,0,0,0,2308.9897122158654,0,3156.188262923494,6218.972907043378,0,1122.2174018192568,64.7750886716521,0,3430.7786269994594,0
4104420026704,127.40329923150324,1,0,4485.142732313741,751.8799822156608,314.76441588618667,0,105.4953192268485,0,0,0,2308.9897122158654,0,3156.188262923494,6218.972907043378,0,1122.2174018192568,64.7750886716521,0,3430.7786269994594,0
4104420028289,569.3021258369074,936.43731968039,0,0,827.4910717695913,0,1613.9476227102805,0,23.995299369016173,3053.614035002541,3104.0014656631975,2993.9347535323072,0,0,7807.892610471672,27.44813259905689,86.65613629714876,3421.647040414845,8358.706573042242,3955.341628236378,597.3604670065243
4104420028289,569.3021258369074,936.43731968039,0,0,827.4910717695913,0,1613.9476227102805,0,23.995299369016173,3053.614035002541,3104.0014656631975,2993.9347535323072,0,0,7807.892610471672,27.44813259905689,86.65613629714876,3421.647040414845,8358.706573042242,3955.341628236378,597.3604670065243
4104420028326,5998.700087101328,3895.5787703148035,986.1127365535058,4788.19595144803,2379.6260474265027,3988.896315208213,361.3891164311833,3024.071450051392,86.32310857969972,0,479.9801694165987,848.9904687094296,0,1310.4297462182333,544.051183234501,0,46.262796308566436,0,2089.970222615082,0,0
4104420028326,5998.700087101328,3895.5787703148035,986.1127365535058,4788.19595144803,2379.6260474265027,3988.896315208213,361.3891164311833,3024.071450051392,86.32310857969972,0,479.9801694165987,848.9904687094296,0,1310.4297462182333,544.051183234501,0,46.262796308566436,0,2089.970222615082,0,0
4104420028364,1993.303574882274,1496.4962298221167,0,0,0,903.2443764655745,0,1073.4398151176708,0,402.4680687247674,1898.291158123189,7050.357486252523,3591.9262762349626,878.7966192702959,3138.1472958216937,0,0,4743.153674495711,0,2747.2561816088323,0
4104420028364,1993.303574882274,1496.4962298221167,0,0,0,903.2443764655745,0,1073.4398151176708,0,402.4680687247674,1898.291158123189,7050.357486252523,3591.9262762349626,878.7966192702959,3138.1472958216937,0,0,4743.153674495711,0,2747.2561816088323,0
4104420028487,5283.426631756675,4926.333075994328,1633.1285856552795,0,653.9530460639148,6058.207600721946,0,0,1,1581.0281337621164,0,0,2650.1686004910553,0,1777.8979973412215,0,22.02434165311953,948.9279474802671,2733.042120307906,5467.404987394516,2432.4010508191905
4104420028487,5283.426631756675,4926.333075994328,1633.1285856552795,0,653.9530460639148,6058.207600721946,0,0,1,1581.0281337621164,0,0,2650.1686004910553,0,1777.8979973412215,0,22.02434165311953,948.9279474802671,2733.042120307906,5467.404987394516,2432.4010508191905
4104420028708,2351.7391335524717,134.80444455227288,5357.90375873425,0,0,4244.362429480442,0,3999.1621105091485,739.9588076768915,0,191.08918725384655,944.4936689319339,6408.739552160905,182.74630306701545,2416.1659327897833,3166.4125732365337,1185.2216423369018,1289.8434759493161,676.9821296544784,2961.0549499745457,448.81497067779037
4104420028708,2351.7391335524717,134.80444455227288,5357.90375873425,0,0,4244.362429480442,0,3999.1621105091485,739.9588076768915,0,191.08918725384655,944.4936689319339,6408.739552160905,182.74630306701545,2416.1659327897833,3166.4125732365337,1185.2216423369018,1289.8434759493161,676.9821296544784,2961.0549499745457,448.81497067779037
4104420029569,1,85.44495930481439,0,0,1,1551.9292199595754,0,0,632.143981962516,0,4428.9452077293045,3341.4309318667547,3893.2819697810473,2989.406748056186,1456.5401995493676,0,6099.012403291863,1,2765.174615233593,0,935.4765414154465
4104420029569,1,85.44495930481439,0,0,1,1551.9292199595754,0,0,632.143981962516,0,4428.9452077293045,3341.4309318667547,3893.2819697810473,2989.406748056186,1456.5401995493676,0,6099.012403291863,1,2765.174615233593,0,935.4765414154465
4104420030220,0,1720.9338112893324,0,0,0,0,1220.2374989311704,1666.5649896566003,4901.420581561976,0,762.1240018452778,1272.6749377055971,1839.282584615037,8033.395556997817,1920.6550017850725,0,0,5584.27028993898,0,0,0
4104420030220,0,1720.9338112893324,0,0,0,0,1220.2374989311704,1666.5649896566003,4901.420581561976,0,762.1240018452778,1272.6749377055971,1839.282584615037,8033.395556997817,1920.6550017850725,0,0,5584.27028993898,0,0,0
