code,nuts,almondnuts,brazil_nuts,macadamia_nuts,hazelnut,pistachio,walnut,cashew,celery,crustaceans,eggs,fish,gluten,lupin,milk,molluscs,mustard,peanut,sesame,soy,sulfite
42239499,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
42239499,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
42256199,1,45.069397061943576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
42256199,1,45.069397061943576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
42330660,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
42330660,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
42373186,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
42373186,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
4104420006065,,,,,,,,,,,,,,,,,,,,,
4104420006065,,,,,,,,,,,,,,,,,,,,,
4104420007963,2,14.770725851996872,0,0,2,0,0,2,0,0,0,,1,0,2,0,0,0,0,1,0
4104420007963,2,14.770725851996872,0,0,2,0,0,2,0,0,0,,1,0,2,0,0,0,0,1,0
4104420007987,33.68463817814039,2,0,0,2,39.685803335769855,1,0,0,0,2,0,2,21.476826913569557,1,34.90334120590437,0,0,0,1,0
4104420007987,33.68463817814039,2,0,0,2,39.685803335769855,1,0,0,0,2,0,2,21.476826913569557,1,34.90334120590437,0,0,0,1,0
4104420010628,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4104420010628,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4104420014701,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0
4104420014701,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0
4104420015289,1,,0,0.0,,0,0,0,,0,,0,0,0,0,0.0,0,1,,0,0
4104420015289,1,,0,0.0,,0,0,0,,0,,0,0,0,0,0.0,0,1,,0,0
4104420016149,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,38.84631523352618,0
4104420016149,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,38.84631523352618,0
4104420016545,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
4104420016545,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
4104420016781,73.08,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,56.08,1,0,0
4104420016781,73.08,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,56.08,1,0,0
4104420018907,1,85.76221232034558,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0.0,0,61.21316720829141,1,57.04710845892333,0
4104420018907,1,85.76221232034558,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0.0,0,61.21316720829141,1,57.04710845892333,0
4104420020443,0,,0,0,,0,,0,1,0,1,,2,0,1,0,,0,0,0,0
4104420020443,0,,0,0,,0,,0,1,0,1,,2,0,1,0,,0,0,0,0
4104420020504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420020504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420021327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420021327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420021785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420021785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420022287,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0
4104420022287,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0
4104420022683,1,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,1,1,,0
4104420022683,1,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,1,1,,0
4104420024960,,1,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,48.38951432997165,0,0,0
4104420024960,,1,0,,0,0,0,2,0,0,0,0,0,0,0,0,0,48.38951432997165,0,0,0
4104420025066,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4104420025066,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4104420025547,58.29280194596893,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0
4104420025547,58.29280194596893,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0
4104420025721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4104420025721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
4104420025929,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0
4104420025929,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0
4104420026704,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
4104420026704,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
4104420028289,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4104420028289,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4104420028326,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4104420028326,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4104420028364,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420028364,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420028487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4104420028487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4104420028708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4104420028708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4104420029569,1,1,0,0,12.805490468960766,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1,0.0,0
4104420029569,1,1,0,0,12.805490468960766,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1,0.0,0
4104420030220,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,,
4104420030220,0,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,,
4104420030282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4104420030282,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4104420031647,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420031647,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420031708,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0
4104420031708,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0
4104420037281,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
4104420037281,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0
4104420037427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420037427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420037526,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420037526,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420038103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420038103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420045286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420045286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420053083,37.82760330203988,19.54432303611551,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,2,0
4104420053083,37.82760330203988,19.54432303611551,1,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,2,0
4104420053489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0
4104420053489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0
4104420053786,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,1,1,0
4104420053786,2,2,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,1,1,0
4104420053922,73.6086491808447,1,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,1,0
4104420053922,73.6086491808447,1,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,1,1,0
4104420054363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0
4104420054363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0
4104420055209,2,1,1,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,1,30.140883172616206,0
4104420055209,2,1,1,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,1,30.140883172616206,0
4104420055360,1,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0
4104420055360,1,1,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,1,0,0,0
4104420056121,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0
4104420056121,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0
4104420056244,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4104420056244,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4104420056343,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4104420056343,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
4104420057487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
4104420057487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
4104420060180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420060180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420073548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4104420073548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4104420074903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.59420230769331,0,0,0,0,0,0
4104420074903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.59420230769331,0,0,0,0,0,0
4104420076907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4104420076907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4104420080423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420080423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420134607,1,1,,0,0,0,0,0,1,0,1,0,2,0,1,,0,0,0,1,0
4104420134607,1,1,,0,0,0,0,0,1,0,1,0,2,0,1,,0,0,0,1,0
4104420136564,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0
4104420136564,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0
4104420137547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420137547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420137905,2,2,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0.0,1,1,0,76.23610938552198
4104420137905,2,2,0,0,0.0,0,0,0,1,0,0,0,0,0,1,0,0.0,1,1,0,76.23610938552198
4104420138681,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0
4104420138681,0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2,0,0,0,0,0,0,0,0
4104420140660,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4104420140660,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4104420140929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4104420140929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
4104420142640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420142640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4104420142787,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
4104420142787,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
4104420144149,1,99.62308787842957,,0,1,0,1,,0,,0,,0,1,0,0,0,0,1,,0
4104420144149,1,99.62308787842957,,0,1,0,1,,0,,0,,0,1,0,0,0,0,1,,0
4104420145122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
